EQUIP_ID,EQUIP_NAME,TYPE,DEGREE
TMP00046339,配变2116,1703,2
TMP00254085,开关00213,1720,0
TMP00006105,开关00021,1705,6
TMP00026905,馈线段XX,1702,2
TMP00028235,馈线段XX,1702,2
TMP00046088,开关00321,1706,4
TMP00005894,开关00118,1705,7
TMP00016609,馈线段XX,1702,2
TMP00028880,馈线段XX,1702,3
TMP00035897,母线XX,1710,6
TMP00014314,开关00022,1705,8
TMP00019897,馈线段XX,1702,2
TMP00030863,馈线段XX,1702,3
TMP00153187,开关00352,1720,0
TMP00008173,开关00049,1705,6
TMP00006796,开关00034,1705,7
TMP00166453,开关00248,1720,0
TMP00301638,开关00157,1720,0
TMP00012819,开关00115,1705,8
TMP00020771,馈线段XX,1702,2
TMP00024843,馈线段XX,1702,2
TMP00046006,开关00172,1706,2
TMP00240854,开关00514,1720,0
TMP00021564,馈线段XX,1702,2
TMP00236898,开关00126,1720,0
TMP00005429,开关00064,1705,6
TMP00039158,母线XX,1710,2
TMP00039464,母线XX,1710,7
TMP00045946,开关00112,1706,3
TMP00017487,馈线段XX,1702,2
TMP00018327,馈线段XX,1702,2
TMP00005417,开关00026,1705,9
TMP00021531,馈线段XX,1702,2
TMP00046125,馈线段XX,1702,4
TMP00007820,开关00024,1705,9
TMP00214850,开关00055,1720,0
TMP00011080,开关00004,1705,7
TMP00141575,开关00358,1720,0
TMP00038410,母线XX,1710,2
TMP00015120,开关00050,1705,2
TMP00040025,刀闸0014,1708,2
TMP00038013,母线XX,1710,10
TMP00038665,母线XX,1710,7
TMP00318671,开关00077,1720,0
TMP00007636,开关00134,1705,6
TMP00036481,母线XX,1710,2
TMP00040254,刀闸0006,1708,9
TMP00023218,馈线段XX,1702,2
TMP00033542,用户1329,1719,1
TMP00016780,馈线段XX,1702,2
TMP00318652,开关00023,1720,0
TMP00300481,开关00076,1720,0
TMP00138899,开关00300,1720,0
TMP00012838,开关00134,1705,7
TMP00036753,母线XX,1710,3
TMP00014960,开关00106,1705,4
TMP00012923,开关00023,1705,8
TMP00017810,馈线段XX,1702,2
TMP00025160,馈线段XX,1702,2
TMP00043932,开关00008,1705,4
TMP00041540,刀闸0037,1708,2
TMP00028083,馈线段XX,1702,3
TMP00018957,馈线段XX,1702,2
TMP00032243,用户0030,1719,1
TMP00130578,开关00146,1720,0
TMP00043168,刀闸0069,1708,8
TMP00008888,开关00071,1705,5
TMP00021496,馈线段XX,1702,3
TMP00247719,开关00154,1720,0
TMP00020252,馈线段XX,1702,2
TMP00015149,开关00272,1705,22
TMP00037151,母线XX,1710,4
TMP00017473,馈线段XX,1702,1
TMP00029698,馈线段XX,1702,3
TMP00029225,馈线段XX,1702,2
TMP00021078,馈线段XX,1702,2
TMP00009914,开关00050,1705,8
TMP00011819,开关00198,1705,5
TMP00014266,开关00077,1705,2
TMP00006630,开关00015,1705,5
TMP00130667,开关00169,1720,0
TMP00010545,开关00016,1705,7
TMP00028132,馈线段XX,1702,2
TMP00013984,开关00152,1705,1
TMP00004871,开关00027,1705,8
TMP00005096,开关00033,1705,2
TMP00275989,开关00044,1720,0
TMP00042802,刀闸0008,1708,9
TMP00040753,刀闸0005,1708,1
TMP00033818,配变0099,1703,1
TMP00042138,刀闸0025,1708,2
TMP00008134,开关00010,1705,9
TMP00037352,母线XX,1710,3
TMP00038881,母线XX,1710,4
TMP00035320,配变1601,1703,1
TMP00046428,配变2205,1703,1
TMP00018443,馈线段XX,1702,3
TMP00042759,刀闸0029,1708,1
TMP00044383,刀闸0006,1707,7
TMP00035219,配变1500,1703,2
TMP00028634,馈线段XX,1702,2
TMP00319430,开关00066,1720,0
TMP00022144,馈线段XX,1702,2
TMP00154175,开关00133,1720,0
TMP00013401,开关00070,1705,2
TMP00318452,开关00325,1720,0
TMP00018728,馈线段XX,1702,2
TMP00006475,开关00008,1705,2
TMP00008151,开关00027,1705,5
TMP00014718,开关00035,1705,8
TMP00019545,馈线段XX,1702,2
TMP00033407,用户1194,1719,1
TMP00009253,开关00005,1705,6
TMP00031766,馈线段XX,1702,2
TMP00025094,馈线段XX,1702,2
TMP00042293,刀闸0021,1708,0
TMP00027865,馈线段XX,1702,2
TMP00029963,馈线段XX,1702,1
TMP00011401,开关00232,1705,9
TMP00033935,配变0216,1703,1
TMP00044159,开关00195,1706,6
TMP00011631,开关00135,1705,0
TMP00031219,馈线段XX,1702,3
TMP00008026,开关00108,1705,7
TMP00043605,馈线段XX,1702,3
TMP00020454,馈线段XX,1702,2
TMP00009665,开关00022,1705,6
TMP00318464,开关00084,1720,0
TMP00036398,母线XX,1710,2
TMP00014784,开关00197,1705,11
TMP00006293,开关00016,1705,8
TMP00018556,馈线段XX,1702,2
TMP00006530,开关00028,1705,7
TMP00008041,开关00014,1705,7
TMP00025948,馈线段XX,1702,4
TMP00015615,开关00227,1705,14
TMP00240762,开关00490,1720,0
TMP00025842,馈线段XX,1702,2
TMP00017148,馈线段XX,1702,3
TMP00022745,馈线段XX,1702,2
TMP00264077,开关00278,1720,0
TMP00007180,开关00007,1705,4
TMP00039892,刀闸0007,1708,3
TMP00035221,配变1502,1703,2
TMP00031269,馈线段XX,1702,4
TMP00247590,开关00121,1720,0
TMP00045197,馈线段XX,1702,4
TMP00013580,开关00133,1705,8
TMP00042933,刀闸0025,1708,1
TMP00032081,馈线段XX,1702,3
TMP00032722,用户0509,1719,1
TMP00044725,馈线段XX,1702,5
TMP00247932,开关00169,1720,0
TMP00004625,开关00029,1705,6
TMP00041921,刀闸0022,1708,2
TMP00041877,刀闸0017,1708,10
TMP00007285,开关00187,1705,8
TMP00018219,馈线段XX,1702,2
TMP00035155,配变1436,1703,1
TMP00014739,开关00264,1705,8
TMP00040455,刀闸0011,1708,3
TMP00005517,开关00094,1705,6
TMP00033023,用户0810,1719,2
TMP00041042,刀闸0020,1708,2
TMP00015000,开关00089,1705,8
TMP00006129,开关00015,1705,7
TMP00034764,配变1045,1703,1
TMP00038035,母线XX,1710,5
TMP00040995,刀闸0010,1708,2
TMP00031483,馈线段XX,1702,2
TMP00029361,馈线段XX,1702,3
TMP00007385,开关00007,1705,8
TMP00046152,馈线段XX,1702,3
TMP00035180,配变1461,1703,1
TMP00007822,开关00026,1705,8
TMP00037970,母线XX,1710,0
TMP00008588,开关00041,1705,6
TMP00023485,馈线段XX,1702,3
TMP00046588,避雷器029,1328,3
TMP00130933,开关00179,1720,0
TMP00017158,馈线段XX,1702,4
TMP00024500,馈线段XX,1702,2
TMP00010991,开关00027,1705,8
TMP00011192,开关00100,1705,11
TMP00010112,开关00024,1705,2
TMP00040763,刀闸0003,1708,3
TMP00034364,配变0645,1703,2
TMP00299371,开关00368,1720,0
TMP00008025,开关00107,1705,7
TMP00318823,开关00321,1720,0
TMP00029658,馈线段XX,1702,4
TMP00042017,刀闸0033,1708,3
TMP00030303,馈线段XX,1702,2
TMP00031965,馈线段XX,1702,3
TMP00039133,母线XX,1710,2
TMP00018885,馈线段XX,1702,2
TMP00027254,馈线段XX,1702,2
TMP00017509,馈线段XX,1702,4
TMP00167688,开关00077,1720,0
TMP00008208,开关00103,1705,11
TMP00039140,母线XX,1710,9
TMP00229793,开关00432,1720,0
TMP00046329,配变2106,1703,1
TMP00010328,开关00038,1705,2
TMP00038555,母线XX,1710,7
TMP00013545,开关00010,1705,5
TMP00016957,馈线段XX,1702,2
TMP00242350,开关00208,1720,0
TMP00036845,母线XX,1710,2
TMP00020928,馈线段XX,1702,5
TMP00299200,开关00353,1720,0
TMP00183986,开关00370,1720,0
TMP00263716,开关00219,1720,0
TMP00181979,开关00139,1720,0
TMP00225599,开关00256,1720,0
TMP00034271,配变0552,1703,1
TMP00032020,馈线段XX,1702,2
TMP00319355,开关00330,1720,0
TMP00016885,馈线段XX,1702,4
TMP00020128,馈线段XX,1702,3
TMP00017147,馈线段XX,1702,2
TMP00023110,馈线段XX,1702,2
TMP00318593,开关00320,1720,0
TMP00008655,开关00136,1705,6
TMP00035754,配变2035,1703,1
TMP00045312,馈线段XX,1702,4
TMP00004685,开关00076,1705,6
TMP00176671,开关00244,1720,0
TMP00042738,刀闸0001,1708,8
TMP00135289,开关00152,1720,0
TMP00023847,馈线段XX,1702,2
TMP00031454,馈线段XX,1702,3
TMP00044583,母线XX,1710,3
TMP00015946,馈线段XX,1702,2
TMP00041762,刀闸0017,1708,3
TMP00017871,馈线段XX,1702,3
TMP00033473,用户1260,1719,1
TMP00187878,开关00212,1720,0
TMP00144552,开关00089,1720,0
TMP00012224,开关00022,1705,2
TMP00023627,馈线段XX,1702,2
TMP00028227,馈线段XX,1702,3
TMP00034656,配变0937,1703,1
TMP00042905,刀闸0029,1708,1
TMP00025899,馈线段XX,1702,4
TMP00038695,母线XX,1710,7
TMP00026274,馈线段XX,1702,4
TMP00040363,刀闸0022,1708,1
TMP00028267,馈线段XX,1702,4
TMP00017949,馈线段XX,1702,2
TMP00008641,开关00124,1705,5
TMP00017832,馈线段XX,1702,2
TMP00005631,开关00040,1705,10
TMP00022260,馈线段XX,1702,2
TMP00318829,开关00439,1720,0
TMP00243176,开关00093,1720,0
TMP00006083,开关00019,1705,6
TMP00036443,母线XX,1710,0
TMP00043069,刀闸0045,1708,2
TMP00008990,开关00124,1705,5
TMP00034036,配变0317,1703,1
TMP00011798,开关00279,1705,0
TMP00005470,开关00047,1705,6
TMP00015630,开关00081,1705,2
TMP00022137,馈线段XX,1702,3
TMP00014639,开关00018,1705,7
TMP00040595,刀闸0016,1708,2
TMP00240504,开关00433,1720,0
TMP00028499,馈线段XX,1702,2
TMP00181683,开关00335,1720,0
TMP00006832,开关00070,1705,2
TMP00022609,馈线段XX,1702,2
TMP00007025,开关00013,1705,4
TMP00015623,开关00235,1705,15
TMP00030735,馈线段XX,1702,3
TMP00035268,配变1549,1703,1
TMP00225948,开关00299,1720,0
TMP00022300,馈线段XX,1702,2
TMP00005942,开关00006,1705,2
TMP00025023,馈线段XX,1702,2
TMP00029796,馈线段XX,1702,3
TMP00036176,母线XX,1710,4
TMP00037639,母线XX,1710,2
TMP00036508,母线XX,1710,4
TMP00042283,刀闸0010,1708,1
TMP00021667,馈线段XX,1702,4
TMP00010322,开关00168,1705,3
TMP00016458,馈线段XX,1702,2
TMP00037527,母线XX,1710,2
TMP00044899,馈线段XX,1702,4
TMP00024237,馈线段XX,1702,3
TMP00006171,开关00010,1705,5
TMP00031277,馈线段XX,1702,2
TMP00013090,开关00029,1705,8
TMP00033502,用户1289,1719,1
TMP00023554,馈线段XX,1702,3
TMP00045730,馈线段XX,1702,2
TMP00303707,开关00287,1720,0
TMP00021288,馈线段XX,1702,2
TMP00019629,馈线段XX,1702,2
TMP00226197,开关00331,1720,0
TMP00037893,母线XX,1710,5
TMP00232832,开关00309,1720,0
TMP00010438,开关00225,1705,7
TMP00044214,开关00241,1706,4
TMP00039419,母线XX,1710,2
TMP00030169,馈线段XX,1702,2
TMP00027421,馈线段XX,1702,4
TMP00012774,开关00127,1705,9
TMP00264177,开关00304,1720,0
TMP00021446,馈线段XX,1702,2
TMP00029851,馈线段XX,1702,4
TMP00009738,开关00038,1705,8
TMP00014628,开关00007,1705,7
TMP00273709,开关00023,1720,0
TMP00214863,开关00075,1720,0
TMP00008893,开关00076,1705,5
TMP00016252,馈线段XX,1702,2
TMP00040708,刀闸0022,1708,1
TMP00009084,开关00023,1705,7
TMP00011667,开关00099,1705,2
TMP00026999,馈线段XX,1702,1
TMP00038310,母线XX,1710,7
TMP00004847,开关00037,1705,6
TMP00137111,开关00172,1720,0
TMP00009828,开关00008,1705,6
TMP00011824,开关00065,1705,0
TMP00043908,开关00020,1705,3
TMP00045164,馈线段XX,1702,2
TMP00013837,开关00022,1705,1
TMP00017348,馈线段XX,1702,2
TMP00024026,馈线段XX,1702,3
TMP00037291,母线XX,1710,2
TMP00044755,馈线段XX,1702,2
TMP00268348,开关00439,1720,0
TMP00034611,配变0892,1703,2
TMP00040927,刀闸0005,1708,2
TMP00225947,开关00298,1720,0
TMP00006447,开关00013,1705,4
TMP00012731,开关00098,1705,6
TMP00242248,开关00060,1720,0
TMP00035152,配变1433,1703,1
TMP00045346,馈线段XX,1702,2
TMP00024432,馈线段XX,1702,2
TMP00040608,刀闸0025,1708,1
TMP00029877,馈线段XX,1702,2
TMP00029949,馈线段XX,1702,2
TMP00012767,开关00120,1705,11
TMP00185105,开关00194,1720,0
TMP00281535,开关00139,1720,0
TMP00169472,开关00037,1720,0
TMP00039702,刀闸0003,1708,7
TMP00044840,馈线段XX,1702,2
TMP00012311,开关00043,1705,8
TMP00029419,馈线段XX,1702,2
TMP00009391,开关00150,1705,8
TMP00043710,馈线段XX,1702,3
TMP00025782,馈线段XX,1702,2
TMP00029985,馈线段XX,1702,2
TMP00039979,刀闸0002,1708,3
TMP00229461,开关00414,1720,0
TMP00004585,开关00001,1705,5
TMP00027843,馈线段XX,1702,2
TMP00038912,母线XX,1710,7
TMP00012755,开关00012,1705,2
TMP00021714,馈线段XX,1702,3
TMP00031146,馈线段XX,1702,2
TMP00018698,馈线段XX,1702,2
TMP00042007,刀闸0041,1708,2
TMP00022325,馈线段XX,1702,2
TMP00032333,用户0120,1719,1
TMP00038883,母线XX,1710,5
TMP00137506,开关00221,1720,0
TMP00005324,开关00089,1705,7
TMP00006195,开关00009,1705,8
TMP00029970,馈线段XX,1702,3
TMP00250951,开关00123,1720,0
TMP00281760,开关00073,1720,0
TMP00042334,刀闸0015,1708,3
TMP00009065,开关00077,1705,10
TMP00007997,开关00079,1705,6
TMP00038459,母线XX,1710,5
TMP00032796,用户0583,1719,1
TMP00152030,开关00237,1720,0
TMP00020106,馈线段XX,1702,2
TMP00044251,刀闸0015,1707,2
TMP00033898,配变0179,1703,1
TMP00014086,开关00173,1705,5
TMP00143270,开关00160,1720,0
TMP00017488,馈线段XX,1702,2
TMP00041091,刀闸0025,1708,2
TMP00006635,开关00019,1705,3
TMP00008569,开关00022,1705,10
TMP00011214,开关00122,1705,6
TMP00032678,用户0465,1719,1
TMP00036362,母线XX,1710,2
TMP00027102,馈线段XX,1702,2
TMP00044188,开关00221,1706,3
TMP00156255,开关00052,1720,0
TMP00015572,开关00079,1705,8
TMP00018355,馈线段XX,1702,2
TMP00043759,馈线段XX,1702,3
TMP00181636,开关00321,1720,0
TMP00027512,馈线段XX,1702,2
TMP00031117,馈线段XX,1702,2
TMP00035149,配变1430,1703,2
TMP00024872,馈线段XX,1702,2
TMP00038960,母线XX,1710,2
TMP00030299,馈线段XX,1702,2
TMP00268008,开关00372,1720,0
TMP00006206,开关00020,1705,8
TMP00022355,馈线段XX,1702,2
TMP00249960,开关00072,1720,0
TMP00238444,开关00228,1720,0
TMP00029991,馈线段XX,1702,2
TMP00042124,刀闸0052,1708,1
TMP00005932,开关00010,1705,4
TMP00022100,馈线段XX,1702,2
TMP00036582,母线XX,1710,2
TMP00033037,用户0824,1719,1
TMP00318774,开关00068,1720,0
TMP00017104,馈线段XX,1702,3
TMP00042133,刀闸0009,1708,1
TMP00030113,馈线段XX,1702,3
TMP00008352,开关00007,1705,8
TMP00008802,开关00003,1705,8
TMP00232274,开关00218,1720,0
TMP00027270,馈线段XX,1702,2
TMP00041056,刀闸0016,1708,1
TMP00016256,馈线段XX,1702,2
TMP00192265,开关00027,1720,0
TMP00033771,配变0052,1703,2
TMP00010270,开关00143,1705,7
TMP00018398,馈线段XX,1702,4
TMP00032150,馈线段XX,1702,2
TMP00261789,开关00057,1720,0
TMP00029750,馈线段XX,1702,2
TMP00035765,配变2046,1703,1
TMP00023597,馈线段XX,1702,2
TMP00021959,馈线段XX,1702,2
TMP00146561,开关00081,1720,0
TMP00005690,开关00006,1705,3
TMP00033569,用户1356,1719,1
TMP00042155,刀闸0028,1708,2
TMP00024594,馈线段XX,1702,3
TMP00004860,开关00016,1705,5
TMP00010013,开关00088,1705,4
TMP00011545,开关00008,1705,8
TMP00025562,馈线段XX,1702,3
TMP00040247,刀闸0006,1708,1
TMP00009690,开关00011,1705,0
TMP00036592,母线XX,1710,5
TMP00041375,刀闸0025,1708,2
TMP00020653,馈线段XX,1702,2
TMP00246023,开关00156,1720,0
TMP00015744,开关00191,1705,8
TMP00017564,馈线段XX,1702,4
TMP00319094,开关00201,1720,0
TMP00042568,刀闸0019,1708,1
TMP00023902,馈线段XX,1702,2
TMP00039232,母线XX,1710,2
TMP00022220,馈线段XX,1702,2
TMP00018900,馈线段XX,1702,2
TMP00032723,用户0510,1719,1
TMP00036633,母线XX,1710,2
TMP00035817,母线XX,1710,5
TMP00015033,开关00093,1705,6
TMP00004900,开关00056,1705,6
TMP00010107,开关00239,1705,8
TMP00027294,馈线段XX,1702,3
TMP00031967,馈线段XX,1702,3
TMP00041644,刀闸0018,1708,3
TMP00043405,刀闸0044,1708,2
TMP00022075,馈线段XX,1702,4
TMP00305402,开关00023,1720,0
TMP00020778,馈线段XX,1702,3
TMP00022675,馈线段XX,1702,2
TMP00005528,开关00105,1705,5
TMP00006873,开关00111,1705,10
TMP00032593,用户0380,1719,1
TMP00024252,馈线段XX,1702,2
TMP00005055,开关00001,1705,4
TMP00008146,开关00022,1705,8
TMP00030386,馈线段XX,1702,3
TMP00014919,开关00098,1705,3
TMP00172542,开关00397,1720,0
TMP00038314,母线XX,1710,2
TMP00008283,开关00008,1705,7
TMP00212092,开关00069,1720,0
TMP00016519,馈线段XX,1702,2
TMP00006048,开关00019,1705,6
TMP00013158,开关00153,1705,5
TMP00021217,馈线段XX,1702,3
TMP00031376,馈线段XX,1702,2
TMP00018230,馈线段XX,1702,1
TMP00294397,开关00209,1720,0
TMP00038950,母线XX,1710,5
TMP00041131,刀闸0004,1708,8
TMP00013251,开关00031,1705,8
TMP00016633,馈线段XX,1702,2
TMP00013782,开关00095,1705,5
TMP00040240,刀闸0003,1708,9
TMP00318728,开关00213,1720,0
TMP00036608,母线XX,1710,5
TMP00017132,馈线段XX,1702,2
TMP00008935,开关00046,1705,6
TMP00042129,刀闸0057,1708,2
TMP00012252,开关00016,1705,6
TMP00013254,开关00034,1705,8
TMP00008851,开关00034,1705,8
TMP00026161,馈线段XX,1702,3
TMP00025816,馈线段XX,1702,2
TMP00041974,刀闸0022,1708,2
TMP00040123,刀闸0009,1708,2
TMP00281683,开关00171,1720,0
TMP00004955,开关00111,1705,8
TMP00011512,开关00030,1705,6
TMP00139227,开关00378,1720,0
TMP00041973,刀闸0021,1708,3
TMP00005626,开关00035,1705,6
TMP00254099,开关00216,1720,0
TMP00031101,馈线段XX,1702,3
TMP00020908,馈线段XX,1702,2
TMP00026976,馈线段XX,1702,2
TMP00026637,馈线段XX,1702,2
TMP00018011,馈线段XX,1702,2
TMP00045882,馈线段XX,1702,3
TMP00023193,馈线段XX,1702,2
TMP00032473,用户0260,1719,1
TMP00044227,开关00254,1706,4
TMP00041788,刀闸0027,1708,1
TMP00025325,馈线段XX,1702,2
TMP00043889,避雷器001,1328,0
TMP00025052,馈线段XX,1702,2
TMP00032256,用户0043,1719,1
TMP00005220,开关00119,1705,5
TMP00318725,开关00054,1720,0
TMP00039920,刀闸0002,1708,2
TMP00318876,开关00541,1720,0
TMP00044683,馈线段XX,1702,2
TMP00016604,馈线段XX,1702,2
TMP00033095,用户0882,1719,1
TMP00236940,开关00127,1720,0
TMP00034185,配变0466,1703,1
TMP00130663,开关00168,1720,0
TMP00004038,开关00036,1705,5
TMP00026279,馈线段XX,1702,4
TMP00040530,刀闸0010,1708,1
TMP00015299,开关00051,1705,2
TMP00020761,馈线段XX,1702,3
TMP00004136,开关00036,1705,6
TMP00004876,开关00032,1705,5
TMP00018582,馈线段XX,1702,2
TMP00034769,配变1050,1703,2
TMP00018421,馈线段XX,1702,3
TMP00009557,开关00194,1705,2
TMP00033038,用户0825,1719,1
TMP00145958,开关00069,1720,0
TMP00014669,开关00045,1705,7
TMP00017076,馈线段XX,1702,2
TMP00187365,开关00166,1720,0
TMP00022746,馈线段XX,1702,2
TMP00319301,开关00393,1720,0
TMP00004188,开关00045,1705,10
TMP00029280,馈线段XX,1702,2
TMP00035562,配变1843,1703,1
TMP00010432,开关00033,1705,8
TMP00022414,馈线段XX,1702,3
TMP00040831,刀闸0017,1708,2
TMP00041147,刀闸0021,1708,0
TMP00032135,馈线段XX,1702,2
TMP00009315,开关00013,1705,6
TMP00033560,用户1347,1719,1
TMP00154523,开关00160,1720,0
TMP00032675,用户0462,1719,1
TMP00318990,开关00427,1720,0
TMP00038880,母线XX,1710,10
TMP00013726,开关00019,1705,7
TMP00031704,馈线段XX,1702,3
TMP00152970,开关00313,1720,0
TMP00042360,刀闸0023,1708,11
TMP00015651,开关00300,1705,8
TMP00030373,馈线段XX,1702,3
TMP00013077,开关00204,1705,9
TMP00027400,馈线段XX,1702,2
TMP00037385,母线XX,1710,4
TMP00040283,刀闸0016,1708,1
TMP00005184,开关00084,1705,6
TMP00040321,刀闸0003,1708,1
TMP00033199,用户0986,1719,1
TMP00033653,用户1440,1719,1
TMP00020150,馈线段XX,1702,2
TMP00029535,馈线段XX,1702,0
TMP00012297,开关00022,1705,2
TMP00024115,馈线段XX,1702,3
TMP00008552,开关00003,1705,8
TMP00027379,馈线段XX,1702,2
TMP00010777,开关00013,1705,8
TMP00008842,开关00025,1705,9
TMP00037310,母线XX,1710,2
TMP00046173,馈线段XX,1702,3
TMP00010082,开关00008,1705,8
TMP00017199,馈线段XX,1702,2
TMP00044374,刀闸0138,1707,4
TMP00005138,开关00137,1705,7
TMP00006516,开关00014,1705,2
TMP00013591,开关00149,1705,0
TMP00035020,配变1301,1703,1
TMP00156412,开关00128,1720,0
TMP00015787,开关00221,1705,11
TMP00023414,馈线段XX,1702,2
TMP00019507,馈线段XX,1702,2
TMP00007227,开关00129,1705,8
TMP00035622,配变1903,1703,1
TMP00041233,刀闸0010,1708,8
TMP00017968,馈线段XX,1702,2
TMP00006830,开关00068,1705,1
TMP00025739,馈线段XX,1702,2
TMP00008225,开关00120,1705,6
TMP00013572,开关00043,1705,1
TMP00018795,馈线段XX,1702,2
TMP00029123,馈线段XX,1702,2
TMP00041493,刀闸0028,1708,1
TMP00022677,馈线段XX,1702,3
TMP00027945,馈线段XX,1702,2
TMP00010798,开关00034,1705,3
TMP00012162,开关00020,1705,2
TMP00025513,馈线段XX,1702,3
TMP00027837,馈线段XX,1702,3
TMP00040023,刀闸0012,1708,3
TMP00022499,馈线段XX,1702,2
TMP00024173,馈线段XX,1702,2
TMP00024820,馈线段XX,1702,2
TMP00021584,馈线段XX,1702,2
TMP00010001,开关00076,1705,2
TMP00027699,馈线段XX,1702,2
TMP00044095,开关00155,1706,4
TMP00277437,开关00043,1720,0
TMP00036258,母线XX,1710,6
TMP00019730,馈线段XX,1702,2
TMP00238377,开关00208,1720,0
TMP00017575,馈线段XX,1702,1
TMP00011655,开关00007,1705,0
